BUKRS	LIFNR	BELNR	GJAHR	BUDAT	WRBTR	WAERS	SHKZG	BLART	BVTYP	AUGDT	AUGBL
3000	0000100373	5100001311	2026	2026-04-25	364245.41	JPY	H	KG	""	2026-06-17	2000000812
4000	0000100374	5100001312	2026	2026-07-16	177961.77	EUR	H	KR	0001	2026-09-03	2000000813
4000	0000100374	5100001313	2026	2026-06-27	363026.31	USD	H	KR	0001	2026-08-01	2000000814
2000	0000100375	5100001314	2026	2026-08-12	292967.61	USD	H	KG	0001	2026-10-09	2000000815
2000	0000100375	5100001315	2026	2026-01-16	35976.93	GBP	H	KG	0001	2026-02-01	2000000816
2000	0000100376	5100001318	2026	2026-01-27	229280.8	JPY	H	RE	""	2026-03-01	2000000817
5000	0000100377	5100001319	2026	2026-07-17	88324.82	GBP	H	KZ	0001	2026-09-04	2000000818
5000	0000100377	5100001320	2026	2026-04-01	353215.23	USD	H	KZ	0001	2026-04-23	2000000819
5000	0000100377	5100001322	2026	2026-08-11	157591.54	USD	H	RE	0001	2026-08-21	2000000820
5000	0000100377	5100001324	2026	2026-03-11	466222.32	GBP	H	KG	0001	2026-05-22	2000000821
5000	0000100378	5100001325	2026	2026-04-10	185254.08	GBP	H	KZ	0001	2026-05-19	2000000822
3000	0000100379	5100001329	2026	2026-04-09	61065.29	USD	H	KG	0001	2026-05-03	2000000823
4000	0000100380	5100001330	2026	2026-07-05	83419.43	USD	H	KR	""	2026-09-05	2000000824
2000	0000100381	5100001332	2026	2026-02-27	252264.35	JPY	H	KG	0001	2026-03-21	2000000825
2000	0000100381	5100001333	2026	2026-07-31	68250.94	USD	H	KG	0001	2026-08-26	2000000826
2000	0000100381	5100001334	2026	2026-04-21	313634.06	EUR	H	KZ	0001	2026-05-26	2000000827
2000	0000100381	5100001335	2026	2026-01-01	302053.83	JPY	H	KG	0001	2026-02-15	2000000828
2000	0000100381	5100001337	2026	2026-04-21	409182.78	EUR	H	KG	0001	2026-05-29	2000000829
5000	0000100382	5100001338	2026	2026-03-10	442184.11	EUR	H	KZ	0001	2026-03-29	2000000830
5000	0000100382	5100001339	2026	2026-05-24	454209.61	USD	H	KG	0001	2026-07-29	2000000831
5000	0000100382	5100001340	2026	2026-07-29	256301.23	GBP	H	RE	0001	2026-09-26	2000000832
5000	0000100382	5100001342	2026	2026-06-06	207765.15	USD	H	KG	0001	2026-06-13	2000000833
3000	0000100383	5100001343	2026	2026-02-08	97095.25	GBP	H	KG	""	2026-02-18	2000000834
3000	0000100383	5100001344	2026	2026-04-13	415464.73	GBP	H	RE	""	2026-05-25	2000000835
4000	0000100384	5100001345	2026	2026-01-01	417847.72	JPY	H	KZ	0001	2026-01-09	2000000836
4000	0000100384	5100001346	2026	2026-07-28	453830.89	GBP	H	KG	0001	2026-09-08	2000000837
4000	0000100384	5100001347	2026	2026-07-04	38900.36	USD	H	KR	0001	2026-09-05	2000000838
4000	0000100384	5100001349	2026	2026-02-26	142097.25	JPY	H	KR	0001	2026-03-29	2000000839
2000	0000100386	5100001351	2026	2026-07-17	253799.82	USD	H	KG	""	2026-08-04	2000000840
2000	0000100386	5100001352	2026	2026-04-23	202732.81	EUR	H	RE	""	2026-06-17	2000000841
2000	0000100386	5100001353	2026	2026-06-08	350205.71	GBP	H	RE	""	2026-07-21	2000000842
2000	0000100386	5100001354	2026	2026-05-24	457239.52	USD	H	RE	""	2026-07-04	2000000843
3000	0000100387	5100001355	2026	2026-07-30	176980.22	USD	H	RE	0001	2026-09-23	2000000844
2000	0000100388	5100001358	2026	2026-05-09	108311.61	EUR	H	RE	""	2026-06-17	2000000845
2000	0000100388	5100001360	2026	2026-02-05	465476.26	USD	H	RE	""	2026-04-15	2000000846
2000	0000100388	5100001361	2026	2026-02-28	92730.44	EUR	H	KG	""	2026-05-07	2000000847
5000	0000100389	5100001364	2026	2026-01-29	456450.25	USD	H	KZ	""	2026-02-21	2000000848
5000	0000100389	5100001365	2026	2026-05-24	241323.84	EUR	H	KG	""	2026-07-10	2000000849
5000	0000100389	5100001367	2026	2026-03-05	3269.35	EUR	H	KZ	""	2026-05-08	2000000850
5000	0000100389	5100001368	2026	2026-02-22	15759.61	JPY	H	KG	""	2026-02-28	2000000851
5000	0000100389	5100001369	2026	2026-06-04	345470.36	EUR	H	KG	""	2026-07-14	2000000852
1000	0000100390	5100001370	2026	2026-04-09	240129.9	EUR	H	KR	""	2026-05-31	2000000853
1000	0000100390	5100001372	2026	2026-01-04	4645.48	USD	H	RE	""	2026-02-09	2000000854
5000	0000100391	5100001374	2026	2026-02-21	312740.42	JPY	H	RE	""	2026-03-02	2000000855
5000	0000100391	5100001376	2026	2026-01-30	166836.54	JPY	H	KG	""	2026-04-12	2000000856
5000	0000100392	5100001377	2026	2026-05-18	467611.25	EUR	H	RE	""	2026-05-29	2000000857
5000	0000100392	5100001379	2026	2026-06-11	145287.9	USD	H	KZ	""	2026-07-03	2000000858
2000	0000100393	5100001381	2026	2026-01-06	302272.86	EUR	H	KR	""	2026-02-26	2000000859
2000	0000100393	5100001382	2026	2026-04-27	266743.83	GBP	H	RE	""	2026-06-11	2000000860
3000	0000100395	5100001385	2026	2026-05-10	445820.57	JPY	H	KZ	""	2026-05-26	2000000861
3000	0000100395	5100001386	2026	2026-01-25	168852.36	GBP	H	KZ	""	2026-02-25	2000000862
3000	0000100395	5100001387	2026	2026-05-21	107092.32	EUR	H	KG	""	2026-06-22	2000000863
1000	0000100396	5100001390	2026	2026-03-04	454413.68	USD	H	KZ	""	2026-05-14	2000000864
1000	0000100396	5100001391	2026	2026-07-16	129116.03	USD	H	KR	""	2026-09-03	2000000865
1000	0000100396	5100001392	2026	2026-02-06	436791.31	USD	H	KR	""	2026-03-13	2000000866
1000	0000100396	5100001393	2026	2026-05-22	61430.6	USD	H	KR	""	2026-08-05	2000000867
2000	0000100397	5100001394	2026	2026-05-22	3393.25	EUR	H	KR	0001	2026-07-19	2000000868
2000	0000100397	5100001397	2026	2026-04-13	339414.75	EUR	H	KZ	0001	2026-06-25	2000000869
5000	0000100398	5100001399	2026	2026-03-24	22540.94	GBP	H	RE	""	2026-05-07	2000000870
5000	0000100398	5100001401	2026	2026-04-13	341876.94	USD	H	KR	""	2026-04-28	2000000871
5000	0000100398	5100001402	2026	2026-04-06	344200.53	GBP	H	KG	""	2026-05-06	2000000872
5000	0000100398	5100001403	2026	2026-01-16	336676.05	GBP	H	KZ	""	2026-02-27	2000000873
4000	0000100399	5100001408	2026	2026-04-01	32616.07	GBP	H	KR	0001	2026-04-11	2000000874
4000	0000100399	5100001409	2026	2026-02-09	406480.51	GBP	H	KG	0001	2026-03-27	2000000875
2000	0000100400	5100001410	2026	2026-03-29	403707.03	JPY	H	KG	""	2026-04-06	2000000876
4000	0000100401	5100001411	2026	2026-02-15	89224.87	JPY	H	KZ	""	2026-04-18	2000000877
4000	0000100401	5100001414	2026	2026-08-16	421443.81	EUR	H	KZ	""	2026-10-27	2000000878
2000	0000100402	5100001415	2026	2026-06-06	89690.3	USD	H	KZ	""	2026-06-14	2000000879
2000	0000100402	5100001416	2026	2026-02-28	40472.55	JPY	H	KZ	""	2026-03-08	2000000880
2000	0000100402	5100001417	2026	2026-04-01	338386.41	EUR	H	KZ	""	2026-05-13	2000000881
2000	0000100402	5100001418	2026	2026-01-14	441285.58	GBP	H	KG	""	2026-02-26	2000000882
2000	0000100404	5100001425	2026	2026-02-13	441185.12	GBP	H	KG	""	2026-04-24	2000000883
2000	0000100404	5100001426	2026	2026-01-28	213418.97	USD	H	KR	""	2026-03-08	2000000884
4000	0000100405	5100001427	2026	2026-05-17	399085.32	USD	H	KZ	""	2026-06-21	2000000885
4000	0000100405	5100001429	2026	2026-08-03	140585.85	EUR	H	KR	""	2026-10-16	2000000886
4000	0000100405	5100001430	2026	2026-03-18	24659.15	EUR	H	KG	""	2026-04-20	2000000887
4000	0000100406	5100001433	2026	2026-06-05	382551.86	GBP	H	KR	""	2026-07-11	2000000888
4000	0000100406	5100001434	2026	2026-07-03	20524.45	EUR	H	KR	""	2026-08-12	2000000889
3000	0000100407	5100001436	2026	2026-07-27	79387.79	EUR	H	KR	""	2026-08-20	2000000890
3000	0000100407	5100001437	2026	2026-06-09	245709.64	GBP	H	KR	""	2026-07-12	2000000891
3000	0000100407	5100001439	2026	2026-05-28	144903.78	USD	H	KR	""	2026-07-19	2000000892
3000	0000100407	5100001440	2026	2026-06-19	420652.84	EUR	H	KG	""	2026-07-25	2000000893
5000	0000100409	5100001444	2026	2026-02-06	166768.58	EUR	H	KR	0001	2026-03-29	2000000894
2000	0000100410	5100001448	2026	2026-04-12	425454.0	USD	H	KZ	""	2026-05-21	2000000895
2000	0000100410	5100001449	2026	2026-03-11	423794.22	JPY	H	KG	""	2026-05-03	2000000896
4000	0000100411	5100001450	2026	2026-04-12	162514.26	GBP	H	KZ	""	2026-05-29	2000000897
4000	0000100411	5100001453	2026	2026-05-14	55753.52	JPY	H	KR	""	2026-05-20	2000000898
4000	0000100412	5100001454	2026	2026-01-10	242104.93	USD	H	RE	""	2026-02-20	2000000899
5000	0000100413	5100001455	2026	2026-03-28	319855.07	GBP	H	RE	""	2026-04-06	2000000900
5000	0000100413	5100001456	2026	2026-03-08	33362.96	JPY	H	KG	""	2026-05-15	2000000901
5000	0000100413	5100001457	2026	2026-02-28	240341.37	USD	H	RE	0002	2026-03-30	2000000902
5000	0000100413	5100001458	2026	2026-01-02	37448.81	JPY	H	KR	0002	2026-01-07	2000000903
5000	0000100413	5100001459	2026	2026-01-08	50349.25	EUR	H	KG	0002	2026-03-09	2000000904
3000	0000100414	5100001460	2026	2026-05-14	460584.02	USD	H	KZ	0001	2026-06-03	2000000905
3000	0000100414	5100001461	2026	2026-07-27	314168.7	JPY	H	RE	0001	2026-09-06	2000000906
4000	0000100415	5100001464	2026	2026-03-30	111818.02	GBP	H	KZ	""	2026-04-10	2000000907
4000	0000100415	5100001465	2026	2026-06-21	396320.28	USD	H	KR	""	2026-07-17	2000000908
4000	0000100415	5100001466	2026	2026-01-21	179861.02	EUR	H	KR	0001	2026-03-16	2000000909
5000	0000100416	5100001467	2026	2026-06-12	383112.62	USD	H	RE	""	2026-07-22	2000000910
2000	0000100417	5100001470	2026	2026-01-24	445391.31	USD	H	KR	""	2026-02-05	2000000911
2000	0000100417	5100001472	2026	2026-04-12	441558.53	USD	H	KZ	""	2026-04-17	2000000912
2000	0000100418	5100001473	2026	2026-06-22	30982.27	USD	H	KG	""	2026-08-03	2000000913
2000	0000100418	5100001475	2026	2026-07-28	288796.79	EUR	H	KG	""	2026-09-03	2000000914
2000	0000100418	5100001476	2026	2026-03-06	359820.35	USD	H	RE	""	2026-04-24	2000000915
2000	0000100418	5100001477	2026	2026-06-12	224996.47	EUR	H	RE	""	2026-08-17	2000000916
2000	0000100418	5100001478	2026	2026-03-27	36422.96	EUR	H	KR	""	2026-05-01	2000000917
1000	0000100419	5100001479	2026	2026-05-21	388124.96	USD	H	KZ	""	2026-06-07	2000000918
